# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
2

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,WingGeom,0,RYPQAVBIDB,0,0,1,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,20,33
# x,y,z,u,w
1.536299022783006896e+00, 1.407254448373393307e+00, 0.000000000000000000e+00, 1.690792761459411790e-03, 2.349804669888349087e-02, -4.415438754881183953e-02, 0.000000000000000000e+00, 9.990247194440131651e-01, 1.243049127525629238e+00, 3.904044169930655173e+00, 9.595583006934514658e-02
1.476773050399459386e+00, 1.407254448373393307e+00, 0.000000000000000000e+00, 3.088281665316570078e-03, 3.899856963199480053e-02, -5.114486889434387284e-02, -5.693660229601440912e-15, 9.986912447727678277e-01, 1.243049127525629238e+00, 3.827739635619072267e+00, 1.722603643809274832e-01
1.395367453409197767e+00, 1.407254448373393307e+00, 0.000000000000000000e+00, 4.984360562782920272e-03, 5.910765134943267440e-02, -5.633791438694240455e-02, 3.756613566192095309e-15, 9.984117584456473349e-01, 1.243049127525629238e+00, 3.723464124463156111e+00, 2.765358755368439447e-01
1.288377030284857616e+00, 1.407254448373393307e+00, 0.000000000000000000e+00, 7.463450012847327314e-03, 8.372865939458380702e-02, -6.122438791158721361e-02, 2.651954617816259847e-15, 9.981240275260643280e-01, 1.243049127525629238e+00, 3.586533649582798411e+00, 4.134663504172014781e-01
1.154876901699643188e+00, 1.407254448373393307e+00, 0.000000000000000000e+00, 1.052860960833350810e-02, 1.116457762494034861e-01, -6.657145428775337881e-02, 0.000000000000000000e+00, 9.977816602213198660e-01, 1.243049127525629238e+00, 3.415838762408752949e+00, 5.841612375912467181e-01
9.986871874899752033e-01, 1.407254448373393307e+00, 0.000000000000000000e+00, 1.407148562887294667e-02, 1.401921395302882789e-01, -7.294035699989916133e-02, 0.000000000000000000e+00, 9.973363045235680291e-01, 1.243049127525629238e+00, 3.216336609715709116e+00, 7.836633902842906618e-01
8.291355263880910709e-01, 1.407254448373393307e+00, 0.000000000000000000e+00, 1.781870688572592329e-02, 1.650842888016147425e-01, -8.118296717815880192e-02, 0.000000000000000000e+00, 9.966992153303572133e-01, 1.243049127525629238e+00, 3.000000000000000000e+00, 1.000000000000000000e+00
6.594401299989676168e-01, 1.407254448373393307e+00, 0.000000000000000000e+00, 2.141600742573983307e-02, 1.815192400319919352e-01, -9.241621324504264989e-02, 0.000000000000000000e+00, 9.957204645529019738e-01, 1.243049127525629238e+00, 2.783663390284290440e+00, 1.216336609715709338e+00
5.029677971954318316e-01, 1.407254448373393307e+00, 0.000000000000000000e+00, 2.450486531768170453e-02, 1.857657822034411155e-01, -1.083019512890757846e-01, -1.195293354304935968e-15, 9.941180449760373961e-01, 1.243049127525629238e+00, 2.584161237591246607e+00, 1.415838762408753171e+00
3.694423120516356907e-01, 1.407254448373393307e+00, 0.000000000000000000e+00, 2.682002050631131923e-02, 1.769252723124992432e-01, -1.311479073697545128e-01, 0.000000000000000000e+00, 9.913628126939876273e-01, 1.243049127525629238e+00, 2.413466350417201589e+00, 1.586533649582798411e+00
2.629455159142615184e-01, 1.407254448373393307e+00, 0.000000000000000000e+00, 2.657787189335758180e-02, 1.557725253266594168e-01, -1.633297409951394441e-01, -1.425441389355391474e-15, 9.865715360309461612e-01, 1.243049127525629238e+00, 2.276535875536843889e+00, 1.723464124463156111e+00
1.822799708878506397e-01, 1.407254448373393307e+00, 0.000000000000000000e+00, 2.118797886314742820e-02, 1.260557544736364000e-01, -1.995034753170822905e-01, 3.522958644009706821e-15, 9.798971187509463165e-01, 1.243049127525629238e+00, 2.172260364380927289e+00, 1.827739635619072489e+00
1.241499402855084089e-01, 1.407254448373393307e+00, 0.000000000000000000e+00, 1.264726859574586207e-02, 9.108216564295676387e-02, -2.337295894537622931e-01, 0.000000000000000000e+00, 9.723016399316498637e-01, 1.243049127525629238e+00, 2.095955830069344827e+00, 1.904044169930654951e+00
8.589658321321813617e-02, 1.407254448373393307e+00, 0.000000000000000000e+00, 4.277320319548644743e-03, 5.005812385716152529e-02, -2.640584033034825695e-01, 0.000000000000000000e+00, 9.645066923794854974e-01, 1.243049127525629238e+00, 2.041733119767888294e+00, 1.958266880232111484e+00
7.070855310020288109e-02, 1.407254448373393307e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.243049127525629238e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
1.548681941463414757e+00, 1.800751753549626910e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.311010665552612586e+00, 4.000000000000000000e+00, 0.000000000000000000e+00
1.520774531636504445e+00, 1.800751753549626910e+00, 0.000000000000000000e+00, 6.570077065840609345e-04, 1.143237224279688297e-02, -3.058734958098148146e-02, 0.000000000000000000e+00, 9.995320975564571109e-01, 1.311010665552612586e+00, 3.958266880232111262e+00, 4.173311976788848798e-02
1.480672823610346356e+00, 1.800751753549626910e+00, 0.000000000000000000e+00, 1.603790103656708987e-03, 2.228914403035243269e-02, -4.415475904734419976e-02, 0.000000000000000000e+00, 9.990247030246404147e-01, 1.311010665552612586e+00, 3.904044169930655173e+00, 9.595583006934514658e-02
1.424209187132657872e+00, 1.800751753549626910e+00, 0.000000000000000000e+00, 2.929404044591235688e-03, 3.699227596247375849e-02, -5.114486889433423472e-02, -6.002458598391756740e-15, 9.986912447727682718e-01, 1.311010665552612586e+00, 3.827739635619072267e+00, 1.722603643809274832e-01
1.346991526660230809e+00, 1.800751753549626910e+00, 0.000000000000000000e+00, 4.727938567358819753e-03, 5.606683965193560992e-02, -5.633791438693934450e-02, 3.960355288500117842e-15, 9.984117584456475569e-01, 1.311010665552612586e+00, 3.723464124463156111e+00, 2.765358755368439447e-01
1.245505256969265950e+00, 1.800751753549626910e+00, 0.000000000000000000e+00, 7.079517898438482046e-03, 7.942115706108511530e-02, -6.122433458312998011e-02, 2.795786578055647828e-15, 9.981240307972015779e-01, 1.311010665552612586e+00, 3.586533649582798411e+00, 4.134663504172014781e-01
1.118873091373748352e+00, 1.800751753549626910e+00, 0.000000000000000000e+00, 9.986982620004556527e-03, 1.059021649015018107e-01, -6.657135188364199374e-02, 0.000000000000000000e+00, 9.977816670536617805e-01, 1.311010665552612586e+00, 3.415838762408752949e+00, 5.841612375912467181e-01
9.707186040100785895e-01, 1.800751753549626910e+00, 0.000000000000000000e+00, 1.334760467517169709e-02, 1.329799074534976089e-01, -7.294034932823828532e-02, 0.000000000000000000e+00, 9.973363050846362210e-01, 1.311010665552612586e+00, 3.216336609715709116e+00, 7.836633902842906618e-01
8.098895790558855445e-01, 1.800751753549626910e+00, 0.000000000000000000e+00, 1.690201791068840845e-02, 1.565914756885836423e-01, -8.118296717815880192e-02, 0.000000000000000000e+00, 9.966992153303573243e-01, 1.311010665552612586e+00, 3.000000000000000000e+00, 1.000000000000000000e+00
6.489242156586143562e-01, 1.800751753549626910e+00, 0.000000000000000000e+00, 2.031425419401550886e-02, 1.721809256884403727e-01, -9.241621324504323276e-02, 0.000000000000000000e+00, 9.957204645529017517e-01, 1.311010665552612586e+00, 2.783663390284290440e+00, 1.216336609715709338e+00
5.005016511855910899e-01, 1.800751753549626910e+00, 0.000000000000000000e+00, 2.324420482107222505e-02, 1.762090031634575837e-01, -1.083019512890758262e-01, -1.260120657507238916e-15, 9.941180449760373961e-01, 1.311010665552612586e+00, 2.584161237591246607e+00, 1.415838762408753171e+00
3.738454274974021274e-01, 1.800751753549626910e+00, 0.000000000000000000e+00, 2.544023871223908412e-02, 1.678232610196604968e-01, -1.311478920120046909e-01, 0.000000000000000000e+00, 9.913628147256722256e-01, 1.311010665552612586e+00, 2.413466350417201589e+00, 1.586533649582798411e+00
2.728273915888703716e-01, 1.800751753549626910e+00, 0.000000000000000000e+00, 2.521056492204651681e-02, 1.477587588117002804e-01, -1.633297409951390000e-01, -1.502750880629681448e-15, 9.865715360309463833e-01, 1.311010665552612586e+00, 2.276535875536843889e+00, 1.723464124463156111e+00
1.963117220204269042e-01, 1.800751753549626910e+00, 0.000000000000000000e+00, 2.009800860915191001e-02, 1.195707464148913490e-01, -1.995038461482414593e-01, 3.714028917316816955e-15, 9.798970432510033524e-01, 1.311010665552612586e+00, 2.172260364380927289e+00, 1.827739635619072489e+00
1.411721979630777835e-01, 1.800751753549626910e+00, 0.000000000000000000e+00, 1.199662588859481613e-02, 8.639641501004609314e-02, -2.337295894537621266e-01, 0.000000000000000000e+00, 9.723016399316499747e-01, 1.311010665552612586e+00, 2.095955830069344827e+00, 1.904044169930654951e+00
1.048867968660014416e-01, 1.800751753549626910e+00, 0.000000000000000000e+00, 4.057272231616159200e-03, 4.748286794520294868e-02, -2.640584033034822919e-01, 0.000000000000000000e+00, 9.645066923794854974e-01, 1.311010665552612586e+00, 2.041733119767888294e+00, 1.958266880232111484e+00
9.048011973479481995e-02, 1.800751753549626910e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.311010665552612586e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
1.488535907801491476e+00, 2.199764161282389718e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.379924725610084613e+00, 4.000000000000000000e+00, 0.000000000000000000e+00
1.462163283232405853e+00, 2.199764161282389718e+00, 0.000000000000000000e+00, 6.208751615504449041e-04, 1.080364186297883868e-02, -3.058734958095578674e-02, 0.000000000000000000e+00, 9.995320975564578880e-01, 1.379924725610084613e+00, 3.958266880232111262e+00, 4.173311976788848798e-02
1.424266989636539416e+00, 2.199764161282389718e+00, 0.000000000000000000e+00, 1.515568051021301023e-03, 2.106329786028088985e-02, -4.415517929676571890e-02, 0.000000000000000000e+00, 9.990246844504245827e-01, 1.379924725610084613e+00, 3.904044169930655173e+00, 9.595583006934514658e-02
1.370908609553279645e+00, 2.199764161282389718e+00, 0.000000000000000000e+00, 2.768299657987944619e-03, 3.495786287459747704e-02, -5.114486889434640554e-02, -1.270355717805521233e-14, 9.986912447727676057e-01, 1.379924725610084613e+00, 3.827739635619072267e+00, 1.722603643809274832e-01
1.297937582060116890e+00, 2.199764161282389718e+00, 0.000000000000000000e+00, 4.467922662690834539e-03, 5.298340914067242724e-02, -5.633791438694060738e-02, 0.000000000000000000e+00, 9.984117584456473349e-01, 1.379924725610084613e+00, 3.723464124463156111e+00, 2.765358755368439447e-01
1.202032609839528643e+00, 2.199764161282389718e+00, 0.000000000000000000e+00, 6.690204743402593766e-03, 7.505328247898612748e-02, -6.122427425662754080e-02, 5.916985842350085160e-15, 9.981240344975913503e-01, 1.379924725610084613e+00, 3.586533649582798411e+00, 4.134663504172014781e-01
1.082364665885912736e+00, 2.199764161282389718e+00, 0.000000000000000000e+00, 9.437764402081973147e-03, 1.000780533691990742e-01, -6.657123604179522591e-02, 0.000000000000000000e+00, 9.977816747825486443e-01, 1.379924725610084613e+00, 3.415838762408752949e+00, 5.841612375912467181e-01
9.423580239288744664e-01, 2.199764161282389718e+00, 0.000000000000000000e+00, 1.261357809240035328e-02, 1.256665915851745974e-01, -7.294034064987563182e-02, 0.000000000000000000e+00, 9.973363057193295189e-01, 1.379924725610084613e+00, 3.216336609715709116e+00, 7.836633902842906618e-01
7.903738881398270077e-01, 2.199764161282389718e+00, 0.000000000000000000e+00, 1.597248098563123705e-02, 1.479796306668313410e-01, -8.118296717815848274e-02, 0.000000000000000000e+00, 9.966992153303573243e-01, 1.379924725610084613e+00, 3.000000000000000000e+00, 1.000000000000000000e+00
6.382609144231037313e-01, 2.199764161282389718e+00, 0.000000000000000000e+00, 1.919705922486370647e-02, 1.627117292254121328e-01, -9.241621324504274704e-02, 0.000000000000000000e+00, 9.957204645529019738e-01, 1.379924725610084613e+00, 2.783663390284290440e+00, 1.216336609715709338e+00
4.980009406489167567e-01, 2.199764161282389718e+00, 0.000000000000000000e+00, 2.196587540567649169e-02, 1.665182800892398285e-01, -1.083019512890757291e-01, -2.666909660681506248e-15, 9.941180449760375071e-01, 1.379924725610084613e+00, 2.584161237591246607e+00, 1.415838762408753171e+00
3.783102552673256458e-01, 2.199764161282389718e+00, 0.000000000000000000e+00, 2.404111844240146290e-02, 1.585936795374192909e-01, -1.311478746389482808e-01, 0.000000000000000000e+00, 9.913628170239625614e-01, 1.379924725610084613e+00, 2.413466350417201589e+00, 1.586533649582798411e+00
2.828477677235323728e-01, 2.199764161282389718e+00, 0.000000000000000000e+00, 2.382409431715065695e-02, 1.396326745156212523e-01, -1.633297409951390833e-01, 0.000000000000000000e+00, 9.865715360309461612e-01, 1.379924725610084613e+00, 2.276535875536843889e+00, 1.723464124463156111e+00
2.105401366257788620e-01, 2.199764161282389718e+00, 0.000000000000000000e+00, 1.899276176329667623e-02, 1.129948470487707884e-01, -1.995042656413775206e-01, 7.860344457272198103e-15, 9.798969578434737482e-01, 1.379924725610084613e+00, 2.172260364380927289e+00, 1.827739635619072489e+00
1.584330328700227497e-01, 2.199764161282389718e+00, 0.000000000000000000e+00, 1.133686403066348596e-02, 8.164499075001048489e-02, -2.337295894537622376e-01, 0.000000000000000000e+00, 9.723016399316498637e-01, 1.379924725610084613e+00, 2.095955830069344827e+00, 1.904044169930654951e+00
1.241431698405581763e-01, 2.199764161282389718e+00, 0.000000000000000000e+00, 3.834140036737108351e-03, 4.487151826518821079e-02, -2.640584033034825695e-01, 0.000000000000000000e+00, 9.645066923794853864e-01, 1.379924725610084613e+00, 2.041733119767888294e+00, 1.958266880232111484e+00
1.105287968254397846e-01, 2.199764161282389718e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.379924725610084613e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
1.428548381888519625e+00, 2.597725019067420149e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.448657170823388629e+00, 4.000000000000000000e+00, 0.000000000000000000e+00
1.403706497832468258e+00, 2.597725019067420149e+00, 0.000000000000000000e+00, 5.848378395602745437e-04, 1.017656842761972651e-02, -3.058734958094953826e-02, 0.000000000000000000e+00, 9.995320975564581101e-01, 1.448657170823388629e+00, 3.958266880232111262e+00, 4.173311976788848798e-02
1.368009806558320829e+00, 2.597725019067420149e+00, 0.000000000000000000e+00, 1.427578497157526612e-03, 1.984068226262451079e-02, -4.415565016333642540e-02, 0.000000000000000000e+00, 9.990246636388178114e-01, 1.448657170823388629e+00, 3.904044169930655173e+00, 9.595583006934514658e-02
1.317748499334017387e+00, 2.597725019067420149e+00, 0.000000000000000000e+00, 2.607619842916832509e-03, 3.292881124148989286e-02, -5.114486889434260997e-02, -1.348634199374059874e-14, 9.986912447727679387e-01, 1.448657170823388629e+00, 3.827739635619072267e+00, 1.722603643809274832e-01
1.249012913321807750e+00, 2.597725019067420149e+00, 0.000000000000000000e+00, 4.208591999147373586e-03, 4.990810464536791363e-02, -5.633791438693892817e-02, 8.898138148215162172e-15, 9.984117584456475569e-01, 1.448657170823388629e+00, 3.723464124463156111e+00, 2.765358755368439447e-01
1.158674529723070057e+00, 2.597725019067420149e+00, 0.000000000000000000e+00, 6.301917577082325264e-03, 7.069691891308518827e-02, -6.122420666423750851e-02, 6.281592135521860666e-15, 9.981240386436620593e-01, 1.448657170823388629e+00, 3.586533649582798411e+00, 4.134663504172014781e-01
1.045952454029953627e+00, 2.597725019067420149e+00, 0.000000000000000000e+00, 8.889993583731638227e-03, 9.426929059312366688e-02, -6.657110624796444553e-02, 0.000000000000000000e+00, 9.977816834422860159e-01, 1.448657170823388629e+00, 3.415838762408752949e+00, 5.841612375912467181e-01
9.140721847978859893e-01, 2.597725019067420149e+00, 0.000000000000000000e+00, 1.188148594976113845e-02, 1.183725490947466763e-01, -7.294033092628128545e-02, 0.000000000000000000e+00, 9.973363064304661130e-01, 1.448657170823388629e+00, 3.216336609715709116e+00, 7.836633902842906618e-01
7.709096285160418338e-01, 2.597725019067420149e+00, 0.000000000000000000e+00, 1.504539374506009934e-02, 1.393904811427803259e-01, -8.118296717815960684e-02, 0.000000000000000000e+00, 9.966992153303572133e-01, 1.448657170823388629e+00, 3.000000000000000000e+00, 1.000000000000000000e+00
6.276257150552027042e-01, 2.597725019067420149e+00, 0.000000000000000000e+00, 1.808280849074981114e-02, 1.532674877082773335e-01, -9.241621324504317725e-02, 0.000000000000000000e+00, 9.957204645529018627e-01, 1.448657170823388629e+00, 2.783663390284290440e+00, 1.216336609715709338e+00
4.955068204387165220e-01, 2.597725019067420149e+00, 0.000000000000000000e+00, 2.069091487606949595e-02, 1.568530957680651094e-01, -1.083019512890759650e-01, -2.831242875223365676e-15, 9.941180449760372850e-01, 1.448657170823388629e+00, 2.584161237591246607e+00, 1.415838762408753171e+00
3.827633165124069148e-01, 2.597725019067420149e+00, 0.000000000000000000e+00, 2.264568538834491745e-02, 1.493884215241659819e-01, -1.311478551734557296e-01, 0.000000000000000000e+00, 9.913628195990619174e-01, 1.448657170823388629e+00, 2.413466350417201589e+00, 1.586533649582798411e+00
2.928417363435493748e-01, 2.597725019067420149e+00, 0.000000000000000000e+00, 2.244127759134188771e-02, 1.315280055523769531e-01, -1.633297409951389445e-01, -3.376385188728630452e-15, 9.865715360309464943e-01, 1.448657170823388629e+00, 2.276535875536843889e+00, 1.723464124463156111e+00
2.247310539294908871e-01, 2.597725019067420149e+00, 0.000000000000000000e+00, 1.789042766463113526e-02, 1.064362776867051469e-01, -1.995047356588889043e-01, 8.344696366726349471e-15, 9.798968621491125353e-01, 1.448657170823388629e+00, 2.172260364380927289e+00, 1.827739635619072489e+00
1.756483788906757493e-01, 2.597725019067420149e+00, 0.000000000000000000e+00, 1.067884089697663554e-02, 7.690608830592710055e-02, -2.337295894537620433e-01, 0.000000000000000000e+00, 9.723016399316499747e-01, 1.448657170823388629e+00, 2.095955830069344827e+00, 1.904044169930654951e+00
1.433487949245670912e-01, 2.597725019067420149e+00, 0.000000000000000000e+00, 3.611595880333389515e-03, 4.226705048800734332e-02, -2.640584033034822919e-01, 0.000000000000000000e+00, 9.645066923794854974e-01, 1.448657170823388629e+00, 2.041733119767888294e+00, 1.958266880232111484e+00
1.305246380018670327e-01, 2.597725019067420149e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.448657170823388629e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
1.369698848746323083e+00, 2.988136364310995052e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.516085727860275512e+00, 4.000000000000000000e+00, 0.000000000000000000e+00
1.346358666305447427e+00, 2.988136364310995052e+00, 0.000000000000000000e+00, 5.494841632327546101e-04, 9.561390882703231162e-03, -3.058734958096800960e-02, 0.000000000000000000e+00, 9.995320975564574439e-01, 1.516085727860275512e+00, 3.958266880232111262e+00, 4.173311976788848798e-02
1.312819849818773088e+00, 2.988136364310995052e+00, 0.000000000000000000e+00, 1.341258148260058214e-03, 1.864126028215246436e-02, -4.415617211589181051e-02, 0.000000000000000000e+00, 9.990246405690259568e-01, 1.516085727860275512e+00, 3.904044169930655173e+00, 9.595583006934514658e-02
1.265596862463212124e+00, 2.988136364310995052e+00, 0.000000000000000000e+00, 2.449988202698356529e-03, 3.093825171244669187e-02, -5.114486889434038258e-02, -1.435404993073355053e-14, 9.986912447727679387e-01, 1.516085727860275512e+00, 3.827739635619072267e+00, 1.722603643809274832e-01
1.201016369530967243e+00, 2.988136364310995052e+00, 0.000000000000000000e+00, 3.954180965407937468e-03, 4.689114018376754067e-02, -5.633791438694213394e-02, 9.470642174825904713e-15, 9.984117584456472239e-01, 1.516085727860275512e+00, 3.723464124463156111e+00, 2.765358755368439447e-01
1.116138973639332566e+00, 2.988136364310995052e+00, 0.000000000000000000e+00, 5.920996408634323846e-03, 6.642319769939721008e-02, -6.122413173870969172e-02, 6.685754754834585487e-15, 9.981240432395370732e-01, 1.516085727860275512e+00, 3.586533649582798411e+00, 4.134663504172014781e-01
1.010230999681143382e+00, 2.988136364310995052e+00, 0.000000000000000000e+00, 8.352614246307128731e-03, 8.857072289420508948e-02, -6.657096237315122955e-02, 0.000000000000000000e+00, 9.977816930414752372e-01, 1.516085727860275512e+00, 3.415838762408752949e+00, 5.841612375912467181e-01
8.863229419001381615e-01, 2.988136364310995052e+00, 0.000000000000000000e+00, 1.116328195391878830e-02, 1.112168781656976690e-01, -7.294032014778693840e-02, 0.000000000000000000e+00, 9.973363072187527711e-01, 1.516085727860275512e+00, 3.216336609715709116e+00, 7.836633902842906618e-01
7.518146154381547541e-01, 2.988136364310995052e+00, 0.000000000000000000e+00, 1.413589380387480013e-02, 1.309642719953612311e-01, -8.118296717815912111e-02, 0.000000000000000000e+00, 9.966992153303573243e-01, 1.516085727860275512e+00, 3.000000000000000000e+00, 1.000000000000000000e+00
6.171922706323879071e-01, 2.988136364310995052e+00, 0.000000000000000000e+00, 1.698969563923659332e-02, 1.440024080820254127e-01, -9.241621324504316337e-02, 0.000000000000000000e+00, 9.957204645529018627e-01, 1.516085727860275512e+00, 2.783663390284290440e+00, 1.216336609715709338e+00
4.930600149114515718e-01, 2.988136364310995052e+00, 0.000000000000000000e+00, 1.944014097265912150e-02, 1.473712647310659041e-01, -1.083019512890757985e-01, -3.013404347587501658e-15, 9.941180449760372850e-01, 1.516085727860275512e+00, 2.584161237591246607e+00, 1.415838762408753171e+00
3.871319010029037333e-01, 2.988136364310995052e+00, 0.000000000000000000e+00, 2.127672438332617322e-02, 1.403577917675839781e-01, -1.311478335961697161e-01, 0.000000000000000000e+00, 9.913628224535310229e-01, 1.516085727860275512e+00, 2.413466350417201589e+00, 1.586533649582798411e+00
3.026461144800809411e-01, 2.988136364310995052e+00, 0.000000000000000000e+00, 2.108469357663974794e-02, 1.235770861320473202e-01, -1.633297409951394441e-01, -3.593620983873455378e-15, 9.865715360309462723e-01, 1.516085727860275512e+00, 2.276535875536843889e+00, 1.723464124463156111e+00
2.386527625760299642e-01, 2.988136364310995052e+00, 0.000000000000000000e+00, 1.680900538416889300e-02, 1.000021276002919235e-01, -1.995052566681754791e-01, 8.881595232155165497e-15, 9.798967560726820070e-01, 1.516085727860275512e+00, 2.172260364380927289e+00, 1.827739635619072489e+00
1.925371413588363723e-01, 2.988136364310995052e+00, 0.000000000000000000e+00, 1.003330078468038684e-02, 7.225708516408532733e-02, -2.337295894537618490e-01, 0.000000000000000000e+00, 9.723016399316499747e-01, 1.516085727860275512e+00, 2.095955830069344827e+00, 1.904044169930654951e+00
1.621900798866724447e-01, 2.988136364310995052e+00, 0.000000000000000000e+00, 3.393273495661549167e-03, 3.971199074119680095e-02, -2.640584033034825140e-01, 0.000000000000000000e+00, 9.645066923794854974e-01, 1.516085727860275512e+00, 2.041733119767888294e+00, 1.958266880232111484e+00
1.501411482697758148e-01, 2.988136364310995052e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.516085727860275512e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
1.312893639358427622e+00, 3.364985542712880306e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.581171941746611465e+00, 4.000000000000000000e+00, 0.000000000000000000e+00
1.291002992200730226e+00, 3.364985542712880306e+00, 0.000000000000000000e+00, 5.153586081231788154e-04, 8.967583465993973768e-03, -3.058734958096876594e-02, 0.000000000000000000e+00, 9.995320975564575550e-01, 1.581171941746611465e+00, 3.958266880232111262e+00, 4.173311976788848798e-02
1.259547089929157870e+00, 3.364985542712880306e+00, 0.000000000000000000e+00, 1.257936408362088799e-03, 1.748350399918914555e-02, -4.415674386342187396e-02, 0.000000000000000000e+00, 9.990246152980317706e-01, 1.581171941746611465e+00, 3.904044169930655173e+00, 9.595583006934514658e-02
1.215256876839037492e+00, 3.364985542712880306e+00, 0.000000000000000000e+00, 2.297832393626244533e-03, 2.901684053365021984e-02, -5.114486889434242955e-02, -1.530453356336509718e-14, 9.986912447727679387e-01, 1.581171941746611465e+00, 3.827739635619072267e+00, 1.722603643809274832e-01
1.154687136751054943e+00, 3.364985542712880306e+00, 0.000000000000000000e+00, 3.708607699648310257e-03, 4.397897947821104159e-02, -5.633791438694375764e-02, 1.009776068292085542e-14, 9.984117584456472239e-01, 1.581171941746611465e+00, 3.723464124463156111e+00, 2.765358755368439447e-01
1.075081023970822169e+00, 3.364985542712880306e+00, 0.000000000000000000e+00, 5.553307735867705694e-03, 6.229793764300196185e-02, -6.122404966543589649e-02, 7.128473696752430610e-15, 9.981240482738426012e-01, 1.581171941746611465e+00, 3.586533649582798411e+00, 4.134663504172014781e-01
9.757504424773733032e-01, 3.364985542712880306e+00, 0.000000000000000000e+00, 7.833902471493537148e-03, 8.307011287974869207e-02, -6.657080477346052905e-02, 0.000000000000000000e+00, 9.977817035563508741e-01, 1.581171941746611465e+00, 3.415838762408752949e+00, 5.841612375912467181e-01
8.595376562912716567e-01, 3.364985542712880306e+00, 0.000000000000000000e+00, 1.047002703431776025e-02, 1.043097819878343602e-01, -7.294030834107115280e-02, 0.000000000000000000e+00, 9.973363080822383875e-01, 1.581171941746611465e+00, 3.216336609715709116e+00, 7.836633902842906618e-01
7.333829277383894230e-01, 3.364985542712880306e+00, 0.000000000000000000e+00, 1.325798820566939651e-02, 1.228307737429828045e-01, -8.118296717815859376e-02, 0.000000000000000000e+00, 9.966992153303573243e-01, 1.581171941746611465e+00, 3.000000000000000000e+00, 1.000000000000000000e+00
6.071212647393946504e-01, 3.364985542712880306e+00, 0.000000000000000000e+00, 1.593455550303924176e-02, 1.350591801571229544e-01, -9.241621324504409318e-02, 0.000000000000000000e+00, 9.957204645529016407e-01, 1.581171941746611465e+00, 2.783663390284290440e+00, 1.216336609715709338e+00
4.906982068751516435e-01, 3.364985542712880306e+00, 0.000000000000000000e+00, 1.823281663741818312e-02, 1.382188149378628939e-01, -1.083019512890754099e-01, -3.212943259929595255e-15, 9.941180449760372850e-01, 1.581171941746611465e+00, 2.584161237591246607e+00, 1.415838762408753171e+00
3.913487289616203180e-01, 3.364985542712880306e+00, 0.000000000000000000e+00, 1.995531854742857436e-02, 1.316408693582306333e-01, -1.311478099604858893e-01, 0.000000000000000000e+00, 9.913628255803058620e-01, 1.581171941746611465e+00, 2.413466350417201589e+00, 1.586533649582798411e+00
